code,name,pre_close,price,PI,change,time
300689,澄天伟业,34.14,34.55,2.979274611,1.2,14:53
300458,全志科技,22.31,22.93,2.785208497,2.78,14:53
603602,纵横通信,24.19,24.75,3.693524096,2.32,14:53
600990,四创电子,34.79,35.26,2.965116279,1.35,14:53
28,国药一致,43.2,43.74,2.976190476,1.25,14:54
2730,电光科技,8.85,9.48,2.852348993,7.12,14:54
737,*ST南风,3,3.11,2.880580261,3.67,14:54
600588,用友网络,26.97,27.59,2.807517084,2.3,14:54
2728,特一药业,15.69,15.88,3.007945516,1.21,14:54
2813,路畅科技,29.03,30.07,2.843537415,3.58,14:54
603659,璞泰来,48.4,49.35,2.747252747,1.96,14:54
2921,联诚精密,31.84,32.26,2.852941176,1.32,14:54
300246,宝莱特,13.53,13.72,3.072687225,1.4,14:54
600793,宜宾纸业,15.35,15.54,3.904440154,1.24,14:54
2032,苏 泊 尔,49.8,51.63,2.858695652,3.67,14:54
300679,电连技术,27.88,28.48,2.957198444,2.15,14:54
300572,安车检测,45.04,45.98,3.089005236,2.09,14:54
2234,民和股份,12.43,13.14,3.029112082,5.71,14:54
600566,济川药业,43.4,43.98,3.501989767,1.34,14:54
600486,扬农化工,50.32,52.15,3.569651741,3.64,14:54
603602,纵横通信,24.19,24.77,3.462115529,2.4,14:54
600990,四创电子,34.79,35.23,3.906666667,1.26,14:54
737,*ST南风,3,3.11,3.096574958,3.67,14:55
601595,上海电影,15.75,16.62,3.489552239,5.52,14:55
300338,开元股份,10.2,10.31,4.036796537,1.08,14:55
600893,航发动力,22.97,23.26,2.873883929,1.26,14:55
2746,仙坛股份,14.87,15.51,2.846590909,4.3,14:55
603378,亚士创能,13.49,13.63,2.892376682,1.04,14:55
603538,美诺华,14.48,14.76,2.955508475,1.93,14:55
300222,科大智能,16.95,17.36,2.944049734,2.42,14:55
600793,宜宾纸业,15.35,15.54,3.442553191,1.24,14:55
2032,苏 泊 尔,49.8,51.66,3.648648649,3.73,14:55
603042,华脉科技,15.77,16.11,3.205741627,2.16,14:55
300241,瑞丰光电,5.24,5.72,3.331977879,9.16,14:55
2234,民和股份,12.43,13.13,3.731362804,5.63,14:55
600566,济川药业,43.4,43.99,3.589820359,1.36,14:55
300542,新晨科技,13.92,14.14,2.955665025,1.58,14:55
603301,振德医疗,40.46,42.2,3.360655738,4.3,14:55
300689,澄天伟业,34.14,34.56,2.853535354,1.23,14:55
603602,纵横通信,24.19,24.77,2.823529412,2.4,14:55
2876,三利谱,50.2,51.43,3.465011287,2.45,14:56
600885,宏发股份,21.17,21.5,3.085787452,1.56,14:56
28,国药一致,43.2,43.78,2.87037037,1.34,14:56
603706,东方环宇,45.95,48.1,2.765151515,4.68,14:56
737,*ST南风,3,3.11,3.034042944,3.67,14:56
2035,华帝股份,12.55,12.87,2.946127946,2.55,14:56
2821,凯莱英,80.2,81.78,3,1.97,14:56
300630,普利制药,61.31,65.97,2.857142857,7.6,14:56
2037,久联发展,8.16,8.33,2.786082474,2.08,14:56
603538,美诺华,14.48,14.76,2.972972973,1.93,14:56
600793,宜宾纸业,15.35,15.54,3.42772612,1.24,14:56
2032,苏 泊 尔,49.8,51.42,3.798955614,3.25,14:56
300241,瑞丰光电,5.24,5.76,4.30798005,9.92,14:56
2234,民和股份,12.43,13.15,3.707141016,5.79,14:56
600566,济川药业,43.4,44,3.683206107,1.38,14:56
2903,宇环数控,27.18,28.68,2.966714906,5.52,14:56
300542,新晨科技,13.92,14.16,2.873170732,1.72,14:56
603083,剑桥科技,26.43,27,2.742857143,2.16,14:56
737,*ST南风,3,3.11,4.63190184,3.67,14:57
2701,奥瑞金,5.36,5.49,4.829853055,2.43,14:57
90,天健集团,6.08,6.16,4.579349904,1.32,14:57
667,美好置业,2.24,2.27,4.507481297,1.34,14:57
2157,正邦科技,4.08,4.16,4.948418928,1.96,14:57
631,顺发恒业,3.43,3.47,4.982547993,1.17,14:57
961,中南建设,5.6,5.78,4.557080474,3.21,14:57
2244,滨江集团,4.84,4.99,4.724099099,3.1,14:57
2706,良信电器,6.85,6.95,4.816849817,1.46,14:57
2663,普邦股份,2.9,2.93,4.878895527,1.03,14:57
2588,史丹利,4.97,5.02,4.82300885,1.01,14:57
821,京山轻机,8.82,8.96,4.735294118,1.59,14:57
671,阳 光 城,5.8,5.93,4.901374776,2.24,14:57
300591,万里马,6.48,6.58,4.662162162,1.54,14:57
690,宝新能源,7.11,7.2,4.752155172,1.27,14:57
2449,国星光电,10.99,11.13,4.88,1.27,14:57
2800,天顺股份,18.75,19,4.534883721,1.33,14:57
300357,我武生物,37.61,39.14,4.523809524,4.07,14:57
2556,辉隆股份,5.37,5.45,3.600257621,1.49,14:58
737,*ST南风,3,3.11,3.787210584,3.67,14:58
600543,莫高股份,7.73,7.9,3.924928601,2.2,14:58
667,美好置业,2.24,2.27,4.290322581,1.34,14:58
2157,正邦科技,4.08,4.16,4.4059892,1.96,14:58
961,中南建设,5.6,5.78,4.144654088,3.21,14:58
2779,中坚科技,18.9,19.23,4.875,1.75,14:58
573,粤宏远Ａ,3.3,3.37,3.605356241,2.12,14:58
2244,滨江集团,4.84,4.99,4.071461083,3.1,14:58
300175,朗源股份,4.19,4.24,4.671700591,1.19,14:58
2663,普邦股份,2.9,2.93,4.069073144,1.03,14:58
2588,史丹利,4.97,5.02,3.872620791,1.01,14:58
608,阳光股份,4.81,4.86,4.074074074,1.04,14:58
690,宝新能源,7.11,7.2,4.018475751,1.27,14:58
537,广宇发展,9.18,9.41,3.869923484,2.51,14:58
300097,智云股份,16.41,16.59,3.549019608,1.1,14:58
2660,茂硕电源,6.77,6.87,3.696741855,1.48,14:58
2234,民和股份,12.43,13.15,3.900640134,5.79,14:58
2427,*ST尤夫,6.57,6.7,3.78424015,1.98,14:59
2556,辉隆股份,5.37,5.45,3.288033886,1.49,14:59
929,兰州黄河,6.7,6.78,4.230769231,1.19,14:59
2305,南国置业,2.78,2.81,3.263888889,1.08,14:59
600543,莫高股份,7.73,7.89,3.931896781,2.07,14:59
667,美好置业,2.24,2.27,3.198695434,1.34,14:59
524,岭南控股,8.36,8.46,4.54887218,1.2,14:59
809,铁岭新城,2.79,2.84,3.333333333,1.79,14:59
2269,美邦服饰,2.92,2.95,4.431438127,1.03,14:59
961,中南建设,5.6,5.78,3.311554333,3.21,14:59
2244,滨江集团,4.84,4.99,4.013435701,3.1,14:59
300175,朗源股份,4.19,4.24,4.218566392,1.19,14:59
2496,辉丰股份,2.5,2.55,3.230816704,2,14:59
2663,普邦股份,2.9,2.93,3.788874545,1.03,14:59
608,阳光股份,4.81,4.86,3.457711443,1.04,14:59
603516,淳中科技,29.56,29.87,3.210361068,1.05,14:59
710,贝瑞基因,41.3,41.96,3.259259259,1.6,14:59
603808,歌力思,17.98,18.18,3.174603175,1.11,14:59
737,*ST南风,3,3.11,3.093272028,3.67,15:00
603328,依顿电子,10.08,10.25,3.070286729,1.69,15:00
603076,乐惠国际,41.46,42.59,2.995780591,2.73,15:00
300616,尚品宅配,89,89.9,3.703703704,1.01,15:00
600543,莫高股份,7.73,7.89,3.647581441,2.07,15:00
603709,中源家居,25.5,25.83,3.288381743,1.29,15:00
2473,*ST圣莱,5.74,5.83,3.387237762,1.57,15:00
300452,山河药辅,14.43,15.04,3.263971463,4.23,15:00
661,长春高新,208.21,212.75,4.00462963,2.18,15:00
603656,泰禾光电,16.51,16.71,3.097484277,1.21,15:00
600690,青岛海尔,16.1,16.49,2.924410433,2.42,15:00
48,*ST康达,21.55,22.55,2.994652406,4.64,15:00
600793,宜宾纸业,15.35,15.57,3.298691301,1.43,15:00
963,华东医药,42.45,44.48,3.464322647,4.78,15:00
603516,淳中科技,29.56,29.88,2.991391679,1.08,15:00
710,贝瑞基因,41.3,42,4.009615385,1.69,15:00
989,九 芝 堂,13.1,13.5,3.161838162,3.05,15:00
600990,四创电子,34.79,35.23,3.269525268,1.26,15:00
