code,PI,name,pre_close,price,change,time
300322,4.266910739191075,硕贝德,8.420,9.170,8.91,09:40
002648,3.899564902102973,卫星石化,9.380,10.250,9.28,09:40
000409,3.8873812754409767,*ST地矿,4.270,4.450,4.22,09:40
002614,3.473170731707317,奥佳华,17.380,17.950,3.28,09:40
600877,3.4338351822503963,ST嘉陵,4.970,5.210,4.83,09:40
300703,3.3276450511945397,创源文化,18.000,18.470,2.61,09:40
002741,3.219373219373219,光华科技,14.730,14.970,1.63,09:40
002180,3.0742049469964665,纳思达,29.780,30.240,1.54,09:40
002234,2.9716399506781754,民和股份,13.160,13.450,2.20,09:40
002268,2.8130217028380633,卫 士 通,19.220,20.100,4.58,09:40
600426,2.8098676293622145,华鲁恒升,18.780,19.150,1.97,09:40
603659,2.4613003095975228,璞泰来,49.420,50.150,1.48,09:40
002049,2.460595446584939,紫光国微,44.970,45.470,1.11,09:40
300383,2.4024491490244912,光环新网,14.760,15.080,2.17,09:40
300365,2.3952095808383236,恒华科技,21.740,21.970,1.06,09:40
002912,2.3006134969325154,中新赛克,96.750,99.470,2.81,09:40
300604,2.289293849658314,长川科技,40.110,40.920,2.02,09:40
600179,2.223624432104997,安通控股,9.890,10.000,1.11,09:40
603105,4.372,芯能科技,23.950,26.350,10.02,09:41
002333,3.6974037600716203,罗普斯金,15.700,16.130,2.74,09:41
002376,3.4990253411306043,新北洋,14.300,14.570,1.89,09:41
002614,3.4323271665043817,奥佳华,17.380,17.960,3.34,09:41
600877,3.423702556158017,ST嘉陵,4.970,5.190,4.43,09:41
600845,3.4166666666666665,宝信软件,26.210,26.900,2.63,09:41
002356,3.4154315605928507,赫美集团,11.020,11.490,4.26,09:41
000409,3.4046961325966856,*ST地矿,4.270,4.460,4.45,09:41
002234,3.205211726384365,民和股份,13.160,13.480,2.43,09:41
300373,2.667638483965015,扬杰科技,28.680,29.000,1.12,09:41
603319,2.5454545454545454,湘油泵,24.040,25.650,6.70,09:41
300572,2.4166666666666665,安车检测,45.400,46.000,1.32,09:41
002741,2.389937106918239,光华科技,14.730,14.970,1.63,09:41
603041,2.369791666666667,美思德,17.360,17.540,1.04,09:41
002110,2.3652453740949317,三钢闽光,19.980,20.230,1.25,09:41
600326,2.358473338203068,西藏天路,7.750,8.000,3.23,09:41
