code,name,pre_close,price,PI,change,time
300523,辰安科技,61.14,65.0,4.820717131474104,6.31,2018-08-09 23:24
002685,华东重机,7.64,7.75,3.7351308485329104,1.44,2018-08-09 23:24
603199,九华旅游,23.23,23.55,3.6847826086956523,1.38,2018-08-09 23:24
002779,中坚科技,17.83,18.9,3.5503472222222223,6.00,2018-08-09 23:24
300630,普利制药,59.37,61.31,3.6986301369863015,3.27,2018-08-09 23:24
603108,润达医疗,9.79,10.12,3.6168601716304893,3.37,2018-08-09 23:24
603868,飞科电器,53.09,53.86,3.611111111111111,1.45,2018-08-09 23:24
603019,中科曙光,48.07,51.96,3.455103179029559,8.09,2018-08-09 23:24
603181,皇马科技,17.21,17.57,4.516129032258065,2.09,2018-08-09 23:24
002729,好利来,22.04,22.79,3.5257985257985256,3.40,2018-08-09 23:24
002868,绿康生化,16.95,17.26,3.8271134805788267,1.83,2018-08-09 23:24
002304,洋河股份,113.44,116.9,3.56,3.05,2018-08-09 23:24
300226,上海钢联,52.6,54.88,4.206212251941328,4.33,2018-08-09 23:24
603566,普莱柯,14.19,14.47,4.145367412140575,1.97,2018-08-09 23:24
002699,美盛文化,15.88,16.08,3.810230646266271,1.26,2018-08-09 23:24
300454,深信服,93.1,97.8,3.891843971631206,5.05,2018-08-09 23:24
603657,春光科技,51.8,56.47,3.400673400673401,9.02,2018-08-09 23:25
000968,蓝焰控股,11.17,11.39,3.5683760683760686,1.97,2018-08-09 23:25
300523,辰安科技,61.14,65.0,4.820717131474104,6.31,2018-08-09 23:25
002685,华东重机,7.64,7.75,3.7351308485329104,1.44,2018-08-09 23:25
603199,九华旅游,23.23,23.55,3.6847826086956523,1.38,2018-08-09 23:25
002779,中坚科技,17.83,18.9,3.5503472222222223,6.00,2018-08-09 23:25
300630,普利制药,59.37,61.31,3.6986301369863015,3.27,2018-08-09 23:25
603108,润达医疗,9.79,10.12,3.6168601716304893,3.37,2018-08-09 23:25
603868,飞科电器,53.09,53.86,3.611111111111111,1.45,2018-08-09 23:25
603019,中科曙光,48.07,51.96,3.455103179029559,8.09,2018-08-09 23:25
603181,皇马科技,17.21,17.57,4.516129032258065,2.09,2018-08-09 23:25
002729,好利来,22.04,22.79,3.5257985257985256,3.40,2018-08-09 23:25
002868,绿康生化,16.95,17.26,3.8271134805788267,1.83,2018-08-09 23:25
002304,洋河股份,113.44,116.9,3.56,3.05,2018-08-09 23:25
300226,上海钢联,52.6,54.88,4.206212251941328,4.33,2018-08-09 23:25
603566,普莱柯,14.19,14.47,4.145367412140575,1.97,2018-08-09 23:25
002699,美盛文化,15.88,16.08,3.810230646266271,1.26,2018-08-09 23:25
300454,深信服,93.1,97.8,3.891843971631206,5.05,2018-08-09 23:25
603657,春光科技,51.8,56.47,3.400673400673401,9.02,2018-08-09 23:26
000968,蓝焰控股,11.17,11.39,3.5683760683760686,1.97,2018-08-09 23:26
300523,辰安科技,61.14,65.0,4.820717131474104,6.31,2018-08-09 23:26
002685,华东重机,7.64,7.75,3.7351308485329104,1.44,2018-08-09 23:26
603199,九华旅游,23.23,23.55,3.6847826086956523,1.38,2018-08-09 23:26
002779,中坚科技,17.83,18.9,3.5503472222222223,6.00,2018-08-09 23:26
300630,普利制药,59.37,61.31,3.6986301369863015,3.27,2018-08-09 23:26
603108,润达医疗,9.79,10.12,3.6168601716304893,3.37,2018-08-09 23:26
603868,飞科电器,53.09,53.86,3.611111111111111,1.45,2018-08-09 23:26
603019,中科曙光,48.07,51.96,3.455103179029559,8.09,2018-08-09 23:26
603181,皇马科技,17.21,17.57,4.516129032258065,2.09,2018-08-09 23:26
002729,好利来,22.04,22.79,3.5257985257985256,3.40,2018-08-09 23:26
002868,绿康生化,16.95,17.26,3.8271134805788267,1.83,2018-08-09 23:26
002304,洋河股份,113.44,116.9,3.56,3.05,2018-08-09 23:26
300226,上海钢联,52.6,54.88,4.206212251941328,4.33,2018-08-09 23:26
603566,普莱柯,14.19,14.47,4.145367412140575,1.97,2018-08-09 23:26
002699,美盛文化,15.88,16.08,3.810230646266271,1.26,2018-08-09 23:26
300454,深信服,93.1,97.8,3.891843971631206,5.05,2018-08-09 23:26
603657,春光科技,51.8,56.47,3.400673400673401,9.02,23:29
000968,蓝焰控股,11.17,11.39,3.5683760683760686,1.97,23:29
300523,辰安科技,61.14,65.0,4.820717131474104,6.31,23:29
002685,华东重机,7.64,7.75,3.7351308485329104,1.44,23:29
603199,九华旅游,23.23,23.55,3.6847826086956523,1.38,23:29
002779,中坚科技,17.83,18.9,3.5503472222222223,6.00,23:29
300630,普利制药,59.37,61.31,3.6986301369863015,3.27,23:29
603108,润达医疗,9.79,10.12,3.6168601716304893,3.37,23:29
603868,飞科电器,53.09,53.86,3.611111111111111,1.45,23:29
603019,中科曙光,48.07,51.96,3.455103179029559,8.09,23:29
603181,皇马科技,17.21,17.57,4.516129032258065,2.09,23:29
002729,好利来,22.04,22.79,3.5257985257985256,3.40,23:29
002868,绿康生化,16.95,17.26,3.8271134805788267,1.83,23:29
002304,洋河股份,113.44,116.9,3.56,3.05,23:29
300226,上海钢联,52.6,54.88,4.206212251941328,4.33,23:29
603566,普莱柯,14.19,14.47,4.145367412140575,1.97,23:29
002699,美盛文化,15.88,16.08,3.810230646266271,1.26,23:29
300454,深信服,93.1,97.8,3.891843971631206,5.05,23:29
603657,春光科技,51.8,56.47,3.400673400673401,9.02,23:30
000968,蓝焰控股,11.17,11.39,3.5683760683760686,1.97,23:30
300523,辰安科技,61.14,65.0,4.820717131474104,6.31,23:30
002685,华东重机,7.64,7.75,3.7351308485329104,1.44,23:30
603199,九华旅游,23.23,23.55,3.6847826086956523,1.38,23:30
002779,中坚科技,17.83,18.9,3.5503472222222223,6.00,23:30
300630,普利制药,59.37,61.31,3.6986301369863015,3.27,23:30
603108,润达医疗,9.79,10.12,3.6168601716304893,3.37,23:30
603868,飞科电器,53.09,53.86,3.611111111111111,1.45,23:30
603019,中科曙光,48.07,51.96,3.455103179029559,8.09,23:30
603181,皇马科技,17.21,17.57,4.516129032258065,2.09,23:30
002729,好利来,22.04,22.79,3.5257985257985256,3.40,23:30
002868,绿康生化,16.95,17.26,3.8271134805788267,1.83,23:30
002304,洋河股份,113.44,116.9,3.56,3.05,23:30
300226,上海钢联,52.6,54.88,4.206212251941328,4.33,23:30
603566,普莱柯,14.19,14.47,4.145367412140575,1.97,23:30
002699,美盛文化,15.88,16.08,3.810230646266271,1.26,23:30
300454,深信服,93.1,97.8,3.891843971631206,5.05,23:30
000968,蓝焰控股,11.170,11.390,3.5683760683760686,1.97,23:35
300523,辰安科技,61.140,65.000,4.820717131474104,6.31,23:35
002685,华东重机,7.640,7.750,3.7351308485329104,1.44,23:35
000622,恒立实业,3.290,3.600,4.007231404958677,9.42,23:35
603199,九华旅游,23.230,23.550,3.6847826086956523,1.38,23:35
002779,中坚科技,17.830,18.900,3.5503472222222223,6.00,23:35
300630,普利制药,59.370,61.310,3.6986301369863015,3.27,23:35
603108,润达医疗,9.790,10.120,3.6168601716304893,3.37,23:35
600845,宝信软件,23.940,26.300,4.570223807979241,9.86,23:35
603868,飞科电器,53.090,53.860,3.611111111111111,1.45,23:35
603181,皇马科技,17.210,17.570,4.516129032258065,2.09,23:35
002729,好利来,22.040,22.790,3.5257985257985256,3.40,23:35
002868,绿康生化,16.950,17.260,3.8271134805788267,1.83,23:35
002304,洋河股份,113.440,116.900,3.56,3.05,23:35
300226,上海钢联,52.600,54.880,4.206212251941328,4.33,23:35
603566,普莱柯,14.190,14.470,4.145367412140575,1.97,23:35
002699,美盛文化,15.880,16.080,3.810230646266271,1.26,23:35
300454,深信服,93.100,97.800,3.891843971631206,5.05,23:35
000968,蓝焰控股,11.170,11.390,3.5683760683760686,1.97,23:36
300523,辰安科技,61.140,65.000,4.820717131474104,6.31,23:36
002685,华东重机,7.640,7.750,3.7351308485329104,1.44,23:36
000622,恒立实业,3.290,3.600,4.007231404958677,9.42,23:36
603199,九华旅游,23.230,23.550,3.6847826086956523,1.38,23:36
002779,中坚科技,17.830,18.900,3.5503472222222223,6.00,23:36
300630,普利制药,59.370,61.310,3.6986301369863015,3.27,23:36
603108,润达医疗,9.790,10.120,3.6168601716304893,3.37,23:36
600845,宝信软件,23.940,26.300,4.570223807979241,9.86,23:36
603868,飞科电器,53.090,53.860,3.611111111111111,1.45,23:36
603181,皇马科技,17.210,17.570,4.516129032258065,2.09,23:36
002729,好利来,22.040,22.790,3.5257985257985256,3.40,23:36
002868,绿康生化,16.950,17.260,3.8271134805788267,1.83,23:36
002304,洋河股份,113.440,116.900,3.56,3.05,23:36
300226,上海钢联,52.600,54.880,4.206212251941328,4.33,23:36
603566,普莱柯,14.190,14.470,4.145367412140575,1.97,23:36
002699,美盛文化,15.880,16.080,3.810230646266271,1.26,23:36
300454,深信服,93.100,97.800,3.891843971631206,5.05,23:36
000968,蓝焰控股,11.170,11.390,3.5683760683760686,1.97,23:37
300523,辰安科技,61.140,65.000,4.820717131474104,6.31,23:37
002685,华东重机,7.640,7.750,3.7351308485329104,1.44,23:37
000622,恒立实业,3.290,3.600,4.007231404958677,9.42,23:37
603199,九华旅游,23.230,23.550,3.6847826086956523,1.38,23:37
002779,中坚科技,17.830,18.900,3.5503472222222223,6.00,23:37
300630,普利制药,59.370,61.310,3.6986301369863015,3.27,23:37
603108,润达医疗,9.790,10.120,3.6168601716304893,3.37,23:37
600845,宝信软件,23.940,26.300,4.570223807979241,9.86,23:37
603868,飞科电器,53.090,53.860,3.611111111111111,1.45,23:37
603181,皇马科技,17.210,17.570,4.516129032258065,2.09,23:37
002729,好利来,22.040,22.790,3.5257985257985256,3.40,23:37
002868,绿康生化,16.950,17.260,3.8271134805788267,1.83,23:37
002304,洋河股份,113.440,116.900,3.56,3.05,23:37
300226,上海钢联,52.600,54.880,4.206212251941328,4.33,23:37
603566,普莱柯,14.190,14.470,4.145367412140575,1.97,23:37
002699,美盛文化,15.880,16.080,3.810230646266271,1.26,23:37
300454,深信服,93.100,97.800,3.891843971631206,5.05,23:37
